Upload Data final application train|1000GB|2020-09-14 04:07:55|2020-09-14 04:08:17|0 days 0 hours 0 minutes 22 seconds|1230048
Upload Data POS cash balance|1000GB|2020-09-14 04:07:55|2020-09-14 04:13:18|0 days 0 hours 5 minutes 23 seconds|2000271800
Upload Data credit balance Balance|1000GB|2020-09-14 04:07:55|2020-09-14 04:13:20|0 days 0 hours 5 minutes 25 seconds|768062600
Upload Data previous application|1000GB|2020-09-14 04:07:55|2020-09-14 04:18:31|0 days 0 hours 10 minutes 36 seconds|0
Upload Data installments payments|1000GB|2020-09-14 04:07:55|2020-09-14 04:18:49|0 days 0 hours 10 minutes 54 seconds|2721080400
Upload Data Bureau Balance|1000GB|2020-09-14 04:07:55|2020-09-14 04:30:42|0 days 0 hours 22 minutes 47 seconds|0
Upload Data Bureau|1000GB|2020-09-14 04:07:55|2020-09-14 04:30:44|0 days 0 hours 22 minutes 49 seconds|0
OVERALL UPLOAD DATA|1000GB|2020-09-14 04:07:55|2020-09-14 04:30:44|0 days 0 hours 22 minutes 49 seconds|0
agg02_credit_card_balance|1000GB|2020-09-14 04:30:44|2020-09-14 04:32:27|0 days 0 hours 1 minutes 43 seconds|0
agg03_installments_payments|1000GB|2020-09-14 04:32:27|2020-09-14 04:32:35|0 days 0 hours 0 minutes 8 seconds|0
agg01_1_agg_bureau|1000GB|2020-09-14 04:30:44|2020-09-14 04:32:39|0 days 0 hours 1 minutes 55 seconds|0
agg04_pos_cash_balance|1000GB|2020-09-14 04:30:44|2020-09-14 04:34:49|0 days 0 hours 4 minutes 5 seconds|0
agg01_2_agg_bureau_balance|1000GB|2020-09-14 04:32:39|2020-09-14 04:36:14|0 days 0 hours 3 minutes 35 seconds|3269580
agg01_3_new_bureau_balance|1000GB|2020-09-14 04:36:14|2020-09-14 04:36:17|0 days 0 hours 0 minutes 3 seconds|0
agg05_previous_application|1000GB|2020-09-14 04:34:49|2020-09-14 04:38:37|0 days 0 hours 3 minutes 48 seconds|0
agg06_final_application_train|1000GB|2020-09-14 04:38:37|2020-09-14 04:38:40|0 days 0 hours 0 minutes 3 seconds|0
OVERALL AGGREGATION|1000GB|2020-09-14 04:38:37|2020-09-14 04:38:40|0 days 0 hours 7 minutes 56 seconds|0
OVERALL WORKFLOW EXECUTION|1000GB|2020-09-14 04:07:55|2020-09-14 04:38:40|0 days 0 hours 30 minutes 45 seconds|0
